emp_no,first_name,last_name,title,from_date,to_date
224799,Maren,Birnbaum,Engineer,4/17/1997,1/1/9999
224810,Muneo,Cappello,Staff,11/7/1998,1/1/9999
224818,Zhensheng,Rosis,Senior Staff,12/13/1994,1/1/9999
224820,Shalesh,Plesums,Senior Staff,2/10/1996,1/1/9999
224824,Leaf,Zedlitz,Senior Staff,9/27/1990,1/1/9999
224828,Zhigen,Versino,Senior Engineer,10/11/1985,1/1/9999
224830,Hongzhu,Serna,Staff,10/18/1999,1/1/9999
224831,Arunas,Ermel,Senior Staff,12/14/1997,1/1/9999
224835,Manu,Kaltofen,Senior Engineer,9/18/1991,1/1/9999
224837,Yahiko,Ambroszkiewicz,Senior Engineer,12/14/1996,1/1/9999
224843,Janalee,Openshaw,Senior Staff,6/6/1995,1/1/9999
224847,Mahendra,Muniz,Senior Engineer,7/20/1996,1/1/9999
224848,LiMin,Waterhouse,Senior Engineer,7/21/1999,1/1/9999
224849,Mitchel,Setia,Senior Staff,12/1/1999,1/1/9999
224850,Edwin,Wroclawski,Senior Staff,2/10/1997,1/1/9999
224853,Djelloul,Randi,Senior Engineer,10/24/1993,1/1/9999
224871,Fumitaka,Conry,Senior Staff,3/1/1995,1/1/9999
224875,Yongmao,Gewali,Senior Staff,10/22/1991,1/1/9999
224880,Angus,Ramsay,Technique Leader,11/7/1994,1/1/9999
224885,Hercules,Matheson,Senior Staff,12/4/1998,1/1/9999
224886,Moheb,Honiden,Senior Staff,5/18/1999,1/1/9999
224897,Gor,Verhoeff,Senior Staff,11/10/2001,1/1/9999
224899,Taisook,Taubman,Technique Leader,5/10/1985,1/1/9999
224901,Naftali,Pero,Senior Engineer,12/22/1992,1/1/9999
224904,Danny,Jakobus,Staff,8/11/1996,1/1/9999
224907,Holgard,Matzke,Senior Staff,5/7/1992,1/1/9999
224914,Maria,Luft,Senior Engineer,8/16/1996,1/1/9999
224917,Danae,Pollock,Senior Engineer,11/24/1997,1/1/9999
224920,Xiaocheng,Sigstam,Senior Engineer,5/20/1997,1/1/9999
224924,Tua,Masand,Senior Engineer,9/14/1996,1/1/9999
224927,Conrado,Serna,Senior Staff,11/22/1993,1/1/9999
224933,Yurij,Krychniak,Senior Engineer,9/22/2000,1/1/9999
224937,Demin,Solovay,Senior Engineer,11/27/1992,1/1/9999
224942,Dayanand,Swab,Engineer,12/13/1995,1/1/9999
224951,Susanna,Hartvigsen,Senior Engineer,5/26/1997,1/1/9999
224956,Macha,Uhrik,Senior Staff,10/24/1999,1/1/9999
224959,Guoxiang,Swen,Senior Staff,1/17/2000,1/1/9999
224960,Yechiam,Soicher,Staff,10/9/1999,1/1/9999
224973,Steve,Gire,Engineer,1/19/1996,1/1/9999
224976,Jinya,Biran,Engineer,9/29/1997,1/1/9999
224981,Jenwei,Tiemann,Senior Staff,4/18/1993,1/1/9999
224984,Aimee,Borovoy,Senior Staff,10/15/1994,1/1/9999
224986,Jiafu,Luft,Senior Engineer,9/16/1992,1/1/9999
224988,Claude,Steinauer,Engineer,10/22/1997,1/1/9999
224989,Conor,Preusig,Staff,9/7/1998,1/1/9999
224994,Berni,Kossowski,Senior Engineer,3/30/1999,1/1/9999
224995,Chikara,Kadhim,Senior Engineer,3/5/1990,1/1/9999
224996,Shan,Awdeh,Engineer,3/7/1996,1/1/9999
224997,Sailaja,Coors,Technique Leader,2/19/1986,1/1/9999
224998,Alain,Katzenelson,Senior Engineer,6/30/2001,1/1/9999
225001,Shigeo,Munck,Staff,9/21/1997,1/1/9999
225003,Oscar,Ulupinar,Assistant Engineer,8/5/1997,1/1/9999
225004,Masaki,Luders,Staff,1/7/2000,1/1/9999
225009,Chuanti,Rouquie,Senior Engineer,12/23/1987,1/1/9999
225012,Shigeo,Kilgour,Engineer,5/23/2001,1/1/9999
225017,Goh,Bruckman,Senior Staff,11/10/1993,1/1/9999
225022,Ortrud,Rodier,Staff,10/3/1995,1/1/9999
225026,Hatem,Montemayor,Technique Leader,9/21/1999,1/1/9999
225030,Leszek,Spell,Staff,8/6/1998,1/1/9999
225033,Naraig,Camurati,Senior Engineer,12/14/1995,1/1/9999
225036,Khalil,Reeker,Senior Engineer,6/18/1997,1/1/9999
225037,Uzi,Karnin,Senior Staff,10/19/1992,1/1/9999
225038,Hilary,Borstler,Senior Engineer,9/18/2001,1/1/9999
225054,Zdislav,Imataki,Senior Staff,6/8/2001,1/1/9999
225056,Charlene,Ushiama,Engineer,9/26/1998,1/1/9999
225059,Tuval,Vernadat,Senior Engineer,12/12/1995,1/1/9999
225061,Oguz,Stille,Senior Engineer,3/26/2001,1/1/9999
225067,Rance,Danlos,Senior Engineer,8/6/2000,1/1/9999
225080,Thodoros,Skogmar,Senior Engineer,8/15/1992,1/1/9999
225085,Niclas,Mungall,Senior Engineer,11/1/1991,1/1/9999
225087,Ashish,Argence,Engineer,1/18/1999,1/1/9999
225090,Reinhard,Beetstra,Senior Engineer,7/28/2001,1/1/9999
225093,Volkmar,Tsunoo,Engineer,12/24/1997,1/1/9999
225094,Serge,Masada,Staff,11/7/1993,1/1/9999
225105,Palash,Hempstead,Senior Staff,5/29/1999,1/1/9999
225108,Gil,Shumilov,Staff,6/22/1997,1/1/9999
225109,Toshimitsu,Silva,Staff,11/1/1993,1/1/9999
225114,Arlette,Stenning,Engineer,1/23/1998,1/1/9999
225116,Josyula,Uhrig,Engineer,12/1/1994,1/1/9999
225121,Kwan,Kornatzky,Senior Staff,12/15/1995,1/1/9999
225123,Makato,Gide,Technique Leader,1/14/1986,1/1/9999
225125,Masato,Carrere,Senior Engineer,11/7/2001,1/1/9999
225128,Raimond,Leivant,Engineer,4/1/2002,1/1/9999
225129,Mary,Zaumen,Senior Engineer,1/31/1994,1/1/9999
225146,Gill,Choobineh,Senior Engineer,11/11/1997,1/1/9999
225152,Shuichi,Trystram,Senior Engineer,2/3/1993,1/1/9999
225158,Siddarth,Shrader,Engineer,1/4/1995,1/1/9999
225170,Kersti,Waschkowski,Senior Engineer,4/24/1994,1/1/9999
225179,Domenick,Sridhar,Senior Engineer,10/8/1991,1/1/9999
225185,Xuejia,Thiria,Senior Engineer,10/19/1992,1/1/9999
225186,Sachin,Lipner,Senior Engineer,9/26/1993,1/1/9999
225188,Honglan,Malabarba,Senior Staff,6/29/2001,1/1/9999
225198,Zhongwei,Plavsic,Technique Leader,1/25/1986,1/1/9999
225206,Berhard,Eastman,Senior Engineer,8/28/1989,1/1/9999
225209,Shuji,Eickenmeyer,Staff,5/2/1998,1/1/9999
225211,Barry,Krichel,Senior Staff,12/22/1992,1/1/9999
225223,Nigel,Bhattacharjee,Assistant Engineer,8/6/1998,1/1/9999
225230,Berthier,Montresor,Senior Engineer,4/15/1995,1/1/9999
225231,Ibibia,Marakhovsky,Senior Engineer,2/21/1993,1/1/9999
225242,Ute,Weiland,Technique Leader,8/12/1989,1/1/9999
225251,Froduald,Rosaz,Engineer,4/17/1999,1/1/9999
225253,Uinam,Swiss,Senior Engineer,7/28/1992,1/1/9999
225254,Sanjoy,Tzvieli,Senior Staff,2/9/1985,1/1/9999
225255,Dharmaraja,Shumilov,Senior Staff,2/10/1986,1/1/9999
225262,Eishiro,Gulla,Senior Engineer,2/20/1998,1/1/9999
225270,Kwun,Gerlach,Senior Engineer,3/22/1995,1/1/9999
225272,Ramzi,Remmele,Senior Engineer,2/16/1999,1/1/9999
225277,Hercules,Harbusch,Assistant Engineer,5/12/1998,1/1/9999
225280,Perry,Miara,Senior Staff,2/27/1991,1/1/9999
225283,Toshimori,Simmen,Senior Staff,10/13/1999,1/1/9999
225285,Shalesh,Gien,Technique Leader,9/19/1990,1/1/9999
225287,Ronnie,Decleir,Staff,11/26/1997,1/1/9999
225289,Zdislav,Perl,Senior Engineer,6/17/2000,1/1/9999
225290,Hidekazu,Vecchi,Senior Engineer,9/8/1991,1/1/9999
225291,Arco,Dusink,Senior Engineer,5/3/1999,1/1/9999
225293,Mabhin,Schwaller,Engineer,1/26/2000,1/1/9999
225300,Bezalel,Nyanchama,Engineer,12/20/1997,1/1/9999
225301,Huican,Collavizza,Senior Staff,11/17/1994,1/1/9999
225303,Greger,Murthy,Staff,11/20/1996,1/1/9999
225306,Wonhee,Pagter,Senior Staff,7/2/1991,1/1/9999
225307,Shiv,Angel,Senior Staff,11/19/1994,1/1/9999
225313,Luisa,Eiron,Senior Engineer,12/8/1992,1/1/9999
225314,Munir,Bauknecht,Staff,4/8/1995,1/1/9999
225315,Piyawadee,Choobineh,Engineer,3/25/2001,1/1/9999
225323,Morrie,Sidhu,Senior Staff,2/24/1985,1/1/9999
225324,Quingbo,Oppitz,Senior Staff,8/18/1997,1/1/9999
225327,Vishwani,Kalloufi,Senior Staff,10/4/1987,1/1/9999
225329,Christfried,Rathonyi,Senior Engineer,10/25/1998,1/1/9999
225330,Nishit,Zaiane,Senior Engineer,1/17/1999,1/1/9999
225335,Nikolaos,Paludetto,Staff,4/29/1997,1/1/9999
225341,Aemilian,Birch,Staff,9/24/1998,1/1/9999
225347,Manohar,Christianini,Engineer,2/4/1998,1/1/9999
225348,Byong,Puppe,Staff,1/23/1998,1/1/9999
225349,Panayotis,Mahmud,Senior Engineer,8/27/1995,1/1/9999
225357,Perry,Papastamatiou,Senior Engineer,1/9/1996,1/1/9999
225363,Adamantios,Cullers,Senior Staff,1/5/1986,1/1/9999
225364,Souichi,Merle,Technique Leader,6/1/1986,1/1/9999
225366,Doohun,Loncour,Engineer,4/13/2001,1/1/9999
225370,Kensei,Jiafu,Technique Leader,12/11/1997,1/1/9999
225373,Danel,Rodite,Senior Engineer,3/6/1998,1/1/9999
225375,Weiye,Gips,Senior Staff,2/10/1998,1/1/9999
225382,Eldridge,Renear,Senior Engineer,12/24/2001,1/1/9999
225385,Danny,Kranzdorf,Senior Staff,2/19/1998,1/1/9999
225387,Shem,Braunschweig,Senior Engineer,6/24/2002,1/1/9999
225390,Mechthild,Middleton,Senior Staff,12/18/1999,1/1/9999
225418,Stepehn,Boyle,Technique Leader,12/31/1996,1/1/9999
225426,Zhenbing,Ibel,Senior Staff,10/15/1991,1/1/9999
225433,Jeong,VanScheik,Senior Staff,3/28/1995,1/1/9999
225439,Gian,Koblick,Technique Leader,1/8/1999,1/1/9999
225444,Masanao,Vural,Technique Leader,8/6/1995,1/1/9999
225446,Masako,Poupard,Senior Staff,5/15/1997,1/1/9999
225450,Jiann,Famili,Senior Engineer,7/27/1990,1/1/9999
225453,Huan,Rothenberg,Engineer,1/20/2000,1/1/9999
225455,Eldridge,Papadias,Technique Leader,11/3/1992,1/1/9999
225457,Remmert,Duclos,Senior Staff,7/5/2002,1/1/9999
225459,Jungsoon,Vickson,Senior Engineer,12/11/1999,1/1/9999
225463,Temple,Masada,Staff,8/11/1998,1/1/9999
225464,Tetsurou,Vieth,Engineer,4/27/2001,1/1/9999
225468,Vasilii,Munawer,Senior Staff,3/4/1987,1/1/9999
225469,Mountaz,Heering,Senior Engineer,10/15/2001,1/1/9999
225475,Mong,Silva,Staff,4/27/1995,1/1/9999
225480,Sorina,Gimarc,Senior Staff,2/24/1999,1/1/9999
225488,Martijn,Vieri,Senior Staff,10/26/1996,1/1/9999
225489,Ashish,Levergood,Senior Engineer,4/26/1998,1/1/9999
225490,Tokuyasu,Brattka,Senior Engineer,6/27/1995,1/1/9999
225492,Guangming,Deville,Senior Staff,11/2/1995,1/1/9999
225503,Kayoko,Kropf,Senior Engineer,7/11/1995,1/1/9999
225505,Duke,Avouris,Engineer,6/25/1998,1/1/9999
225506,Kristina,Nitta,Staff,4/20/1996,1/1/9999
225509,Rajmohan,Leaver,Senior Engineer,8/26/2000,1/1/9999
225515,Jenwei,Herber,Senior Staff,12/11/1997,1/1/9999
225516,Pradeep,Stifter,Senior Staff,9/10/1989,1/1/9999
225518,Owen,Zyda,Senior Staff,9/3/1995,1/1/9999
225521,Kristinn,Shackel,Senior Engineer,2/11/1990,1/1/9999
225524,Kaijung,Kalefeld,Engineer,8/28/1999,1/1/9999
225533,Feiyu,Oehlmann,Senior Staff,2/8/1990,1/1/9999
225541,Baruch,Brodal,Senior Engineer,6/10/1994,1/1/9999
225542,Xudong,Tsunoo,Staff,4/10/1999,1/1/9999
225546,Marl,Albarhamtoshy,Senior Engineer,9/3/1991,1/1/9999
225550,Gil,Merro,Staff,8/30/1998,1/1/9999
225552,Sariel,Lalonde,Senior Engineer,4/23/1993,1/1/9999
225556,Kamran,Vigier,Staff,10/1/1997,1/1/9999
225557,Odoardo,Terlouw,Staff,11/23/1995,1/1/9999
225563,Randy,Auria,Senior Engineer,10/30/1998,1/1/9999
225571,Xinyu,Serre,Senior Staff,7/22/1992,1/1/9999
225575,Chirstian,Prenel,Senior Engineer,3/14/1999,1/1/9999
225576,Nirmal,Luft,Senior Engineer,5/7/1997,1/1/9999
225582,Ohad,Camurati,Senior Engineer,10/1/2001,1/1/9999
225587,Chenyi,Orlowska,Senior Staff,12/25/1997,1/1/9999
225594,Mariusz,Emmerich,Senior Staff,9/3/1996,1/1/9999
225595,Marla,Rosti,Staff,3/28/1997,1/1/9999
225606,Jixiang,Rosen,Staff,6/3/1998,1/1/9999
225610,Vishv,Morris,Technique Leader,3/21/1988,1/1/9999
225613,Alenka,Markovitch,Senior Engineer,12/28/1992,1/1/9999
225615,Zhonghui,Clouatre,Staff,12/21/1997,1/1/9999
225617,Tommaso,Pettit,Senior Staff,1/7/1992,1/1/9999
225618,Shuho,Duclos,Senior Staff,3/8/1987,1/1/9999
225619,Dulce,Bultermann,Engineer,7/14/1996,1/1/9999
225621,Erez,Hempstead,Senior Engineer,10/2/1994,1/1/9999
225623,Arunas,Taubenfeld,Staff,9/21/1999,1/1/9999
225628,Tze,Pokrovskii,Technique Leader,10/6/1988,1/1/9999
225630,Jiann,Levasseur,Senior Staff,3/30/1992,1/1/9999
225639,Behnaam,Cannard,Senior Engineer,4/20/1995,1/1/9999
225645,Martien,Dymetman,Senior Engineer,9/19/1990,1/1/9999
225647,Adly,Peir,Senior Engineer,5/30/1992,1/1/9999
225650,Magy,McClure,Senior Staff,11/6/1993,1/1/9999
225652,Along,Seiwald,Senior Engineer,8/22/1993,1/1/9999
225654,Rosita,Riexinger,Engineer,5/1/1997,1/1/9999
225655,Geoff,Pelz,Senior Staff,10/22/1994,1/1/9999
225658,Danai,Kakkar,Senior Staff,2/12/1988,1/1/9999
225661,Hairong,Baer,Senior Staff,6/21/1991,1/1/9999
225664,Mori,Sgarro,Senior Engineer,10/2/1996,1/1/9999
225670,Michaela,Kinley,Senior Engineer,5/22/1994,1/1/9999
225677,Masaki,Baby,Senior Engineer,11/16/2001,1/1/9999
225681,Xinglin,Guerreiro,Senior Staff,11/10/1991,1/1/9999
225688,Mari,Fritzsche,Senior Engineer,8/15/1992,1/1/9999
225693,Munehiko,Spell,Engineer,11/28/1999,1/1/9999
225699,Jaewoo,Menhoudj,Senior Staff,10/27/1996,1/1/9999
225709,Eirik,Validov,Senior Staff,11/29/1998,1/1/9999
225711,Vasiliy,Steinauer,Engineer,11/19/1995,1/1/9999
225713,Jinxi,Maierhofer,Senior Engineer,2/25/1994,1/1/9999
225714,Gadiel,Dayang,Senior Engineer,1/29/1996,1/1/9999
225717,Ramachenga,Gihr,Senior Staff,8/21/1999,1/1/9999
225718,Xiadong,Etalle,Senior Engineer,3/3/2001,1/1/9999
225719,Kolar,Himler,Senior Engineer,8/17/1998,1/1/9999
225724,Serge,Bauknecht,Senior Engineer,5/26/2002,1/1/9999
225727,Khosrow,Kenevan,Engineer,9/8/1998,1/1/9999
225747,Tadahiko,Tiemann,Senior Engineer,1/16/1986,1/1/9999
225752,Magy,Sichman,Senior Staff,9/17/2000,1/1/9999
225758,Arfst,Lung,Senior Engineer,9/28/2000,1/1/9999
225760,Subhrajyoti,Adachi,Staff,9/9/1998,1/1/9999
225761,Jixiang,Muhling,Engineer,8/3/1995,1/1/9999
225765,Mana,Weedon,Senior Engineer,10/12/1996,1/1/9999
225766,Lalit,Peyn,Senior Staff,10/4/1999,1/1/9999
225770,Visit,Khasidashvili,Engineer,3/29/1994,1/1/9999
225772,Luise,Delaune,Senior Engineer,5/4/1997,1/1/9999
225779,Suzette,Huhdanpaa,Senior Staff,6/30/1988,1/1/9999
225785,Takahira,Szilard,Senior Staff,7/3/2002,1/1/9999
225789,Kokou,Goldhammer,Senior Staff,12/29/1998,1/1/9999
225793,Sahrah,Iisaka,Engineer,1/16/1997,1/1/9999
225795,Billie,Akaboshi,Engineer,10/30/1997,1/1/9999
225798,Mostafa,Angot,Staff,9/8/1999,1/1/9999
225801,Zhaofang,Panienski,Senior Engineer,9/5/1997,1/1/9999
225803,Selwyn,Zirintsis,Senior Engineer,4/15/1994,1/1/9999
225807,Kwangyoen,Sherertz,Engineer,2/14/1997,1/1/9999
225810,Sreekrishna,Demizu,Senior Staff,3/27/1994,1/1/9999
225811,Takushi,Zallocco,Senior Engineer,5/7/1999,1/1/9999
225812,Feiyu,Nannarelli,Senior Engineer,9/17/1992,1/1/9999
225816,Bader,Jansen,Senior Staff,11/4/1998,1/1/9999
225818,Tomoyuki,Shihab,Technique Leader,11/9/1997,1/1/9999
225819,Arvind,Anger,Senior Staff,2/20/1997,1/1/9999
225820,Yefim,Rosis,Senior Staff,9/21/2000,1/1/9999
225829,Takahito,Peak,Engineer,3/25/1997,1/1/9999
225832,Chenyi,Laventhal,Engineer,7/10/1996,1/1/9999
225833,Shir,Negoita,Senior Staff,11/26/1997,1/1/9999
225840,Moti,Rodier,Senior Staff,6/19/1992,1/1/9999
225843,Remco,Codenie,Senior Engineer,12/22/1988,1/1/9999
225849,Aloke,Serna,Senior Engineer,11/5/2001,1/1/9999
225856,Arfst,Gopalakrishnan,Senior Staff,12/27/1993,1/1/9999
225857,Gay,Kranzdorf,Senior Staff,3/31/1989,1/1/9999
225861,Steve,Vasanthakumar,Senior Staff,9/1/1997,1/1/9999
225862,Remko,Schoegge,Senior Engineer,4/24/1999,1/1/9999
225865,Nobuyoshi,Ghalwash,Senior Staff,3/26/1998,1/1/9999
225871,Ronghao,Kavraki,Senior Staff,10/29/1995,1/1/9999
225885,Mingzeng,Simmel,Staff,2/9/1997,1/1/9999
225890,Alois,Oxenboll,Senior Staff,7/28/1992,1/1/9999
225891,Mohd,Mondadori,Senior Engineer,7/21/1995,1/1/9999
225896,Jouko,Improta,Senior Engineer,10/19/2001,1/1/9999
225899,Pradeep,Penttonen,Technique Leader,6/22/1985,1/1/9999
225900,Tse,Roisin,Engineer,7/7/1998,1/1/9999
225902,Ayonca,Schusler,Staff,4/13/1999,1/1/9999
225904,Xiaopeng,Biran,Engineer,2/24/1999,1/1/9999
225919,Christfried,Dayang,Senior Staff,5/29/1993,1/1/9999
225928,Kasturi,Huxford,Senior Staff,2/26/1995,1/1/9999
225938,Mani,Salinas,Senior Engineer,9/19/1999,1/1/9999
225941,Alenka,Angelopoulos,Senior Staff,2/9/1993,1/1/9999
225952,Venkatesan,Serre,Senior Staff,2/18/1996,1/1/9999
225955,Radhia,Bernini,Senior Engineer,8/15/1994,1/1/9999
225956,Mads,Parhami,Senior Engineer,8/25/1992,1/1/9999
225965,Dhritiman,Alpay,Senior Engineer,6/27/1995,1/1/9999
225968,Domenico,Brickell,Senior Engineer,2/11/1992,1/1/9999
225972,Miquel,Raney,Senior Staff,6/15/1998,1/1/9999
225977,Oscal,Bridgland,Engineer,9/6/1994,1/1/9999
225979,Malu,Hoogerwoord,Senior Staff,7/11/1994,1/1/9999
225980,Luigi,Antonakopoulos,Senior Engineer,1/6/1996,1/1/9999
225981,Niclas,Hopewell,Senior Engineer,4/6/1993,1/1/9999
225982,Susanta,Zaiane,Senior Engineer,11/29/1994,1/1/9999
225992,Sverrir,Zedlitz,Senior Staff,4/29/1994,1/1/9999
225995,Khoa,Gniady,Senior Engineer,12/10/1999,1/1/9999
226007,Palash,Byoun,Technique Leader,8/9/1992,1/1/9999
226011,Sajjad,Zirintsis,Engineer,8/4/1999,1/1/9999
226012,Sahrah,Katalagarianos,Senior Engineer,1/24/1995,1/1/9999
226017,Badri,Orlowski,Senior Engineer,12/20/1995,1/1/9999
226019,Billie,Bellmore,Senior Staff,4/7/1997,1/1/9999
226025,Poornachandra,Reutenauer,Senior Staff,3/20/1997,1/1/9999
226029,Shooichi,Gluchowski,Senior Staff,6/22/1996,1/1/9999
226032,Sadegh,Vernadat,Senior Engineer,3/23/2001,1/1/9999
226040,Bilhanan,Unni,Senior Staff,6/27/2001,1/1/9999
226041,Sachem,Kropp,Staff,2/7/1994,1/1/9999
226043,Rosli,Demian,Senior Engineer,2/9/2002,1/1/9999
226048,Bogdan,Garigliano,Senior Staff,9/4/1997,1/1/9999
226053,Hyuncheol,Walston,Senior Staff,2/2/2001,1/1/9999
226058,Bingning,Riexinger,Senior Staff,12/29/1999,1/1/9999
226063,Boaz,Perry,Senior Engineer,10/29/1994,1/1/9999
226067,Baruch,Benner,Staff,6/29/1995,1/1/9999
226079,Naraig,Badache,Senior Engineer,11/15/1991,1/1/9999
226080,Fabrizio,Decleir,Senior Engineer,1/7/2002,1/1/9999
226082,KayLiang,Huhdanpaa,Senior Engineer,9/17/1997,1/1/9999
226087,Bezalel,Benaini,Senior Engineer,12/15/2001,1/1/9999
226092,Chinho,Nyanchama,Senior Engineer,6/3/1994,1/1/9999
226093,Werner,Iacovou,Senior Staff,6/15/1991,1/1/9999
226095,Unal,Kalsbeek,Senior Staff,8/22/1997,1/1/9999
226096,Chuanyi,Melter,Senior Engineer,4/19/1997,1/1/9999
226099,Malu,Chandrasekhar,Senior Staff,11/6/1995,1/1/9999
226102,Georgi,Vesna,Senior Engineer,8/17/1996,1/1/9999
226104,Honglan,Mullainathan,Senior Staff,5/23/1998,1/1/9999
226110,Shuji,Stasinski,Senior Staff,10/11/1991,1/1/9999
226112,Susanna,Gomatam,Senior Staff,8/24/1993,1/1/9999
226116,Unal,Itzigehl,Engineer,12/22/1998,1/1/9999
226118,Haldon,Haraldson,Staff,8/14/1998,1/1/9999
226121,Vidar,Narahara,Senior Engineer,6/28/1988,1/1/9999
226143,Nikolaos,Gire,Engineer,10/23/1993,1/1/9999
226144,Adib,Buchter,Senior Staff,9/10/2000,1/1/9999
226146,Shichao,Syrzycki,Senior Engineer,1/10/1995,1/1/9999
226162,Jaroslava,Esteva,Engineer,5/25/1998,1/1/9999
226166,Selwyn,Mapelli,Staff,5/12/1997,1/1/9999
226179,Hitomi,Highland,Senior Engineer,12/30/1999,1/1/9999
226181,Maris,Sudbeck,Senior Engineer,11/21/1992,1/1/9999
226185,Mansur,Bierbaum,Senior Staff,9/5/2001,1/1/9999
226186,Sukumar,Jahnichen,Engineer,8/24/1999,1/1/9999
226191,Toong,Jakobus,Senior Staff,7/1/1996,1/1/9999
226193,Hisao,Pelz,Senior Staff,7/19/1996,1/1/9999
226204,Kotesh,Bach,Staff,4/19/1999,1/1/9999
226210,Ghassan,Melton,Engineer,3/10/1998,1/1/9999
226213,Leucio,Bodoff,Engineer,6/23/1999,1/1/9999
226219,Mitsuyuki,Kobara,Staff,9/17/1994,1/1/9999
226223,Atreye,Zobel,Senior Engineer,3/9/1993,1/1/9999
226226,Zijian,Fritzsche,Senior Engineer,6/5/2002,1/1/9999
226231,Heekeun,Raoux,Senior Engineer,9/10/1994,1/1/9999
226236,Uno,Meszaros,Senior Staff,5/19/1997,1/1/9999
226244,Venkatesan,Deyuan,Staff,11/6/1999,1/1/9999
226247,Christfried,Kobara,Engineer,7/6/1998,1/1/9999
226251,Hongzhu,Fargier,Engineer,9/17/1997,1/1/9999
226263,Rajmohan,Attimonelli,Staff,8/14/1998,1/1/9999
226269,Collette,Zhiwei,Senior Staff,3/11/1997,1/1/9999
226270,Uwe,Honiden,Staff,5/28/1997,1/1/9999
226273,Peer,Raoux,Senior Engineer,6/24/2002,1/1/9999
226275,Alain,Katiyar,Senior Engineer,7/8/2002,1/1/9999
226280,Toong,Horswill,Senior Staff,6/16/1997,1/1/9999
226281,Doowon,Kragelund,Senior Engineer,8/12/1996,1/1/9999
226282,Emdad,Krzyzanowski,Senior Staff,11/27/1991,1/1/9999
226296,Jahangir,Pavlopoulou,Senior Staff,3/8/2002,1/1/9999
226299,Reuven,McDermid,Senior Engineer,2/15/1993,1/1/9999
226301,Almudena,Ecklund,Senior Staff,3/9/1998,1/1/9999
226302,Danae,Braunmuhl,Senior Engineer,7/19/1985,1/1/9999
226304,Zeljko,Reghbati,Assistant Engineer,7/25/1996,1/1/9999
226309,Youngkon,Portugali,Senior Engineer,10/25/2001,1/1/9999
226310,Shaunak,DiGiano,Senior Engineer,6/24/1995,1/1/9999
226313,Aiichiro,Christ,Senior Staff,4/6/2001,1/1/9999
226322,Kiyotoshi,Kriebel,Assistant Engineer,9/2/1997,1/1/9999
226325,Leni,Avouris,Senior Staff,10/2/1990,1/1/9999
226328,Zeydy,Boudaillier,Senior Staff,10/20/1999,1/1/9999
226337,Marie,Greenaway,Senior Engineer,1/6/2000,1/1/9999
226338,Ramya,Pollacia,Staff,11/11/1997,1/1/9999
226339,Kokou,Piveteau,Senior Engineer,7/11/1997,1/1/9999
226340,Giao,Nitsch,Senior Staff,11/7/1991,1/1/9999
226351,Rosella,Fordan,Senior Staff,8/19/1998,1/1/9999
226354,Pranay,Kuhnemann,Staff,11/19/1999,1/1/9999
226358,Honglan,Ramsay,Senior Staff,5/1/2002,1/1/9999
226359,Chiranjit,Gihr,Staff,4/27/1998,1/1/9999
226367,Ung,Munro,Senior Staff,9/4/1992,1/1/9999
226369,Kensei,Heping,Senior Staff,8/12/1998,1/1/9999
226371,Kasidit,Murtagh,Technique Leader,4/24/1995,1/1/9999
226377,Chanjung,Conde,Senior Engineer,9/27/1997,1/1/9999
226378,Mack,Brobst,Engineer,12/7/1996,1/1/9999
226380,Zhonghui,Wrigley,Senior Engineer,7/4/1999,1/1/9999
226382,Moss,Khasidashvili,Senior Staff,2/6/1994,1/1/9999
226384,Hausi,Makinen,Senior Staff,7/29/1997,1/1/9999
226385,Xiaoshan,Broomell,Senior Engineer,3/25/1987,1/1/9999
226392,Arno,Famili,Senior Engineer,11/17/1997,1/1/9999
226396,Naftaly,Picht,Senior Engineer,3/13/1997,1/1/9999
226398,Girolamo,Copas,Senior Engineer,2/23/1998,1/1/9999
226402,Munehiro,Schapire,Engineer,5/12/1999,1/1/9999
226406,Moty,Pocchiola,Senior Staff,6/14/1989,1/1/9999
226410,Gio,Sifakis,Senior Engineer,3/20/1998,1/1/9999
226414,Chirstian,Wursthorn,Senior Engineer,2/19/1998,1/1/9999
226421,Tsz,Motley,Assistant Engineer,2/26/1996,1/1/9999
226423,Geoffrey,Vakili,Engineer,11/16/1998,1/1/9999
226424,Siddarth,Constantine,Technique Leader,7/3/1993,1/1/9999
226425,Chiradeep,Nergos,Senior Staff,8/27/1995,1/1/9999
226431,Alassane,Budinsky,Senior Engineer,3/15/1995,1/1/9999
226435,Radhika,Llado,Senior Engineer,10/9/1996,1/1/9999
226438,Subhada,Kambil,Senior Staff,6/30/1992,1/1/9999
226441,Juichirou,Fujisawa,Senior Staff,11/7/1997,1/1/9999
226444,Piyush,Kinley,Staff,4/12/1999,1/1/9999
226451,Elvis,Cmelik,Senior Staff,10/24/2001,1/1/9999
226452,Patricio,Stellhorn,Senior Engineer,12/4/2000,1/1/9999
226453,Saniya,Leonhardt,Engineer,10/11/1998,1/1/9999
226456,Phule,Kabayashi,Senior Engineer,5/30/1992,1/1/9999
226459,Charlene,Maraist,Staff,7/26/1999,1/1/9999
226461,Katsuo,Acton,Senior Engineer,6/22/1992,1/1/9999
226462,Lucien,Maliniak,Engineer,5/14/1999,1/1/9999
226463,Marc,Michaeli,Senior Engineer,1/23/2000,1/1/9999
